business_date,channel,city,transaction_count,transaction_amount_inr,fraud_count,fraud_amount_inr,fraud_rate_pct,decline_count,challenge_count,avg_risk_score
2026-02-01,Mobile Banking,Mumbai,4,7382.03,0,0.0,0.0,0,0,30.15
2026-02-01,Mobile Banking,Pune,5,12432.14,0,0.0,0.0,0,0,32.14
2026-02-01,NEFT,Ahmedabad,2,6313.04,0,0.0,0.0,0,0,36.5
2026-02-01,NEFT,Bengaluru,2,8312.56,0,0.0,0.0,0,0,29.75
2026-02-01,NEFT,Chennai,3,8176.6,0,0.0,0.0,0,0,26.87
2026-02-01,NEFT,Delhi,4,12105.35,1,216.05,25.0,0,0,42.7
2026-02-01,NEFT,Hyderabad,1,3228.89,0,0.0,0.0,0,0,49.1
2026-02-01,NEFT,Kochi,2,4276.61,0,0.0,0.0,0,0,37.9
2026-02-01,NEFT,Kolkata,1,8449.19,0,0.0,0.0,0,0,24.9
2026-02-01,NEFT,Mumbai,3,23508.12,0,0.0,0.0,0,0,41.4
2026-02-01,POS,Ahmedabad,4,12057.53,1,357.39,25.0,0,1,39.6
2026-02-01,POS,Bengaluru,4,4395.32,0,0.0,0.0,0,0,29.65
2026-02-01,POS,Chennai,3,11113.94,0,0.0,0.0,0,0,27.1
2026-02-01,POS,Delhi,1,18357.81,0,0.0,0.0,0,0,54.1
2026-02-01,POS,Hyderabad,4,6589.55,0,0.0,0.0,0,0,28.97
2026-02-01,POS,Jaipur,5,15819.48,0,0.0,0.0,0,0,24.92
2026-02-01,POS,Kochi,2,7542.9,0,0.0,0.0,0,0,16.05
2026-02-01,POS,Kolkata,4,6310.61,0,0.0,0.0,0,0,17.98
2026-02-01,POS,Mumbai,9,26258.15,0,0.0,0.0,0,0,25.74
2026-02-01,POS,Pune,6,28269.34,0,0.0,0.0,0,1,40.72
2026-02-01,RTGS,Ahmedabad,1,234107.14,0,0.0,0.0,0,0,25.4
2026-02-01,RTGS,Bengaluru,2,2056620.93,0,0.0,0.0,0,0,50.7
2026-02-01,RTGS,Chennai,3,2890201.13,0,0.0,0.0,0,0,37.5
2026-02-01,RTGS,Hyderabad,3,1331234.9,0,0.0,0.0,0,0,44.2
2026-02-01,RTGS,Jaipur,1,416910.93,0,0.0,0.0,0,0,46.8
2026-02-01,RTGS,Kochi,2,1649663.72,0,0.0,0.0,0,0,42.45
2026-02-01,RTGS,Kolkata,2,2772262.53,0,0.0,0.0,0,0,49.6
2026-02-01,RTGS,Mumbai,2,815146.75,0,0.0,0.0,0,0,32.25
2026-02-01,UPI,Ahmedabad,4,4680.69,0,0.0,0.0,0,0,17.75
2026-02-01,UPI,Bengaluru,11,45967.03,0,0.0,0.0,0,0,37.97
2026-02-01,UPI,Chennai,10,27188.82,1,1605.04,10.0,1,0,38.09
2026-02-01,UPI,Delhi,6,25460.22,0,0.0,0.0,0,1,34.93
2026-02-01,UPI,Hyderabad,7,7864.8,0,0.0,0.0,0,0,23.91
2026-02-01,UPI,Jaipur,3,2336.97,0,0.0,0.0,0,0,25.5
2026-02-01,UPI,Kochi,4,4792.42,0,0.0,0.0,0,0,26.95
2026-02-01,UPI,Kolkata,8,21403.12,0,0.0,0.0,0,0,24.9
2026-02-01,UPI,Mumbai,9,11356.19,0,0.0,0.0,0,0,23.12
2026-02-01,UPI,Pune,10,20726.34,0,0.0,0.0,0,0,21.62
2026-02-02,ATM,Bengaluru,2,10223.66,0,0.0,0.0,0,0,23.55
2026-02-02,ATM,Chennai,3,463498.21,1,460212.65,33.333,0,1,45.1
2026-02-02,ATM,Delhi,1,1897.78,0,0.0,0.0,0,0,60.5
2026-02-02,ATM,Hyderabad,8,33759.01,0,0.0,0.0,0,0,36.35
2026-02-02,ATM,Jaipur,3,15809.96,0,0.0,0.0,0,0,27.6
2026-02-02,ATM,Kochi,1,733.19,0,0.0,0.0,0,0,26.8
2026-02-02,ATM,Kolkata,1,5818.82,0,0.0,0.0,0,0,56.5
2026-02-02,ATM,Mumbai,2,2139.31,0,0.0,0.0,0,0,31.65
2026-02-02,ATM,Pune,7,12967.02,0,0.0,0.0,0,0,32.41
2026-02-02,Branch,Bengaluru,4,8002.38,0,0.0,0.0,0,0,26.08
2026-02-02,Branch,Chennai,1,1383.87,0,0.0,0.0,0,0,38.6
2026-02-02,Branch,Hyderabad,1,1194.74,0,0.0,0.0,0,0,36.5
2026-02-02,Branch,Jaipur,2,5522.15,0,0.0,0.0,0,0,32.05
2026-02-02,IMPS,Ahmedabad,3,3348.37,0,0.0,0.0,0,0,21.47
2026-02-02,IMPS,Bengaluru,2,4075.01,0,0.0,0.0,0,0,39.5
2026-02-02,IMPS,Delhi,4,25374.88,1,10976.57,25.0,0,1,45.67
2026-02-02,IMPS,Hyderabad,4,17342.33,0,0.0,0.0,0,0,29.92
2026-02-02,IMPS,Jaipur,2,3272.46,0,0.0,0.0,0,0,30.75
2026-02-02,IMPS,Kochi,3,6583.27,0,0.0,0.0,0,0,29.8
2026-02-02,IMPS,Kolkata,3,6354.42,0,0.0,0.0,0,0,45.4
2026-02-02,IMPS,Mumbai,3,34128.76,0,0.0,0.0,0,1,47.43
2026-02-02,IMPS,Pune,3,7002.07,0,0.0,0.0,0,0,32.0
2026-02-02,Internet Banking,Ahmedabad,6,144763.22,1,132096.88,16.667,0,0,38.57
2026-02-02,Internet Banking,Bengaluru,4,5877.22,0,0.0,0.0,0,0,30.57
2026-02-02,Internet Banking,Chennai,2,1243.21,0,0.0,0.0,0,0,21.4
2026-02-02,Internet Banking,Delhi,5,11583.52,0,0.0,0.0,0,0,34.66
2026-02-02,Internet Banking,Hyderabad,7,17045.65,1,28.61,14.286,0,0,31.44
2026-02-02,Internet Banking,Jaipur,4,6919.88,0,0.0,0.0,0,0,23.68
2026-02-02,Internet Banking,Kochi,3,13452.98,0,0.0,0.0,0,0,30.37
2026-02-02,Internet Banking,Kolkata,4,17295.85,0,0.0,0.0,0,0,30.5
2026-02-02,Internet Banking,Mumbai,3,5910.52,0,0.0,0.0,0,0,25.13
2026-02-02,Internet Banking,Pune,3,4151.37,0,0.0,0.0,0,0,37.63
2026-02-02,Mobile Banking,Ahmedabad,9,25707.77,0,0.0,0.0,0,0,24.86
2026-02-02,Mobile Banking,Bengaluru,3,7213.41,0,0.0,0.0,0,0,35.53
2026-02-02,Mobile Banking,Chennai,7,15276.08,0,0.0,0.0,0,0,23.39
2026-02-02,Mobile Banking,Delhi,1,121.22,0,0.0,0.0,0,0,8.5
2026-02-02,Mobile Banking,Hyderabad,4,9496.76,0,0.0,0.0,0,0,25.5
2026-02-02,Mobile Banking,Jaipur,2,4665.71,0,0.0,0.0,0,0,30.45
2026-02-02,Mobile Banking,Kochi,4,3838.4,0,0.0,0.0,0,0,30.85
2026-02-02,Mobile Banking,Kolkata,3,9008.7,0,0.0,0.0,0,0,30.2
2026-02-02,Mobile Banking,Mumbai,4,13376.61,0,0.0,0.0,0,0,37.52
2026-02-02,Mobile Banking,Pune,6,9898.59,0,0.0,0.0,0,0,19.73
2026-02-02,NEFT,Ahmedabad,2,2869.69,0,0.0,0.0,0,0,36.45
2026-02-02,NEFT,Bengaluru,2,9562.17,0,0.0,0.0,0,0,44.55
2026-02-02,NEFT,Chennai,5,14811.94,0,0.0,0.0,0,0,25.28
2026-02-02,NEFT,Delhi,3,2873.41,0,0.0,0.0,0,0,23.57
2026-02-02,NEFT,Hyderabad,3,20117.42,0,0.0,0.0,0,0,39.3
2026-02-02,NEFT,Jaipur,4,8897.62,0,0.0,0.0,0,0,29.67
2026-02-02,NEFT,Kochi,4,9462.71,0,0.0,0.0,0,0,25.2
2026-02-02,NEFT,Kolkata,3,3031.34,0,0.0,0.0,0,0,28.77
2026-02-02,NEFT,Mumbai,1,773.22,0,0.0,0.0,0,0,18.4
2026-02-02,POS,Ahmedabad,2,2008.25,0,0.0,0.0,0,0,18.45
2026-02-02,POS,Bengaluru,7,5633.3,0,0.0,0.0,0,0,24.97
2026-02-02,POS,Chennai,8,19976.95,0,0.0,0.0,0,1,32.05
2026-02-02,POS,Delhi,2,3217.27,0,0.0,0.0,0,0,39.75
2026-02-02,POS,Hyderabad,9,24978.53,0,0.0,0.0,0,0,24.99
2026-02-02,POS,Jaipur,2,9979.5,0,0.0,0.0,0,0,20.2
2026-02-02,POS,Kochi,4,11771.0,0,0.0,0.0,0,0,17.65
2026-02-02,POS,Kolkata,3,2980.33,0,0.0,0.0,0,0,18.37
2026-02-02,POS,Mumbai,5,8081.12,1,55.22,20.0,0,0,28.7
2026-02-02,POS,Pune,2,7090.68,0,0.0,0.0,0,0,32.25
2026-02-02,RTGS,Ahmedabad,2,1508155.08,0,0.0,0.0,0,0,38.45
2026-02-02,RTGS,Bengaluru,1,533935.49,0,0.0,0.0,0,0,32.2
2026-02-02,RTGS,Chennai,3,2316969.3,0,0.0,0.0,0,1,53.07
2026-02-02,RTGS,Delhi,1,415652.07,0,0.0,0.0,0,0,47.6
2026-02-02,RTGS,Hyderabad,1,776502.2,0,0.0,0.0,0,0,52.8
2026-02-02,RTGS,Jaipur,4,2592444.95,0,0.0,0.0,0,0,38.35
2026-02-02,RTGS,Kochi,3,3765238.25,0,0.0,0.0,0,0,28.5
2026-02-02,RTGS,Kolkata,1,1272711.44,0,0.0,0.0,0,0,39.5
2026-02-02,RTGS,Mumbai,3,2472345.38,0,0.0,0.0,0,0,27.93
2026-02-02,UPI,Ahmedabad,8,20715.73,0,0.0,0.0,0,0,30.5
2026-02-02,UPI,Bengaluru,6,17519.85,0,0.0,0.0,0,0,28.98
2026-02-02,UPI,Chennai,3,9965.92,0,0.0,0.0,0,0,34.77
2026-02-02,UPI,Delhi,7,11316.77,0,0.0,0.0,0,0,37.17
2026-02-02,UPI,Hyderabad,7,16931.09,0,0.0,0.0,0,0,26.79
2026-02-02,UPI,Jaipur,3,3948.26,0,0.0,0.0,0,0,37.37
2026-02-02,UPI,Kochi,8,27061.95,1,8249.67,12.5,0,1,35.86
2026-02-02,UPI,Kolkata,3,32663.09,0,0.0,0.0,0,0,28.3
2026-02-02,UPI,Mumbai,7,17026.09,0,0.0,0.0,0,0,26.51
2026-02-02,UPI,Pune,7,10532.37,0,0.0,0.0,0,0,24.86
2026-02-03,ATM,Ahmedabad,1,861.5,0,0.0,0.0,0,0,20.7
2026-02-03,ATM,Bengaluru,6,5657.05,0,0.0,0.0,0,0,36.73
2026-02-03,ATM,Chennai,2,12018.86,0,0.0,0.0,0,0,32.85
2026-02-03,ATM,Hyderabad,7,6391.6,0,0.0,0.0,0,0,24.0
2026-02-03,ATM,Jaipur,2,11654.47,0,0.0,0.0,0,0,26.3
2026-02-03,ATM,Kochi,3,18162.77,0,0.0,0.0,0,0,30.9
2026-02-03,ATM,Kolkata,3,873.89,0,0.0,0.0,0,0,26.57
2026-02-03,ATM,Mumbai,2,4160.97,0,0.0,0.0,0,0,17.4
2026-02-03,ATM,Pune,5,14886.02,0,0.0,0.0,0,0,28.42
2026-02-03,Branch,Bengaluru,3,8543.66,0,0.0,0.0,0,0,29.83
2026-02-03,Branch,Delhi,1,525.41,0,0.0,0.0,0,0,11.1
2026-02-03,Branch,Hyderabad,1,3280.17,0,0.0,0.0,0,0,23.9
2026-02-03,Branch,Kochi,1,1702.01,0,0.0,0.0,0,0,34.1
2026-02-03,Branch,Pune,5,13616.02,0,0.0,0.0,0,0,35.38
2026-02-03,IMPS,Ahmedabad,1,640.09,0,0.0,0.0,0,0,40.0
2026-02-03,IMPS,Bengaluru,4,3552.98,0,0.0,0.0,0,0,29.65
2026-02-03,IMPS,Chennai,4,6502.72,0,0.0,0.0,0,0,21.2
2026-02-03,IMPS,Delhi,1,802.24,0,0.0,0.0,0,0,18.4
2026-02-03,IMPS,Hyderabad,1,199.75,0,0.0,0.0,0,0,11.5
2026-02-03,IMPS,Jaipur,4,116403.83,1,110367.02,25.0,0,0,30.07
2026-02-03,IMPS,Kochi,4,129096.59,1,126357.22,25.0,0,0,47.62
2026-02-03,IMPS,Kolkata,4,13380.12,0,0.0,0.0,0,0,33.18
2026-02-03,IMPS,Mumbai,1,712.91,0,0.0,0.0,0,0,12.4
2026-02-03,IMPS,Pune,3,28389.94,0,0.0,0.0,0,0,21.5
2026-02-03,Internet Banking,Ahmedabad,1,4979.33,0,0.0,0.0,0,0,25.5
2026-02-03,Internet Banking,Bengaluru,4,6649.22,0,0.0,0.0,0,0,26.9
2026-02-03,Internet Banking,Chennai,3,7074.39,0,0.0,0.0,0,0,20.27
2026-02-03,Internet Banking,Delhi,4,35068.63,0,0.0,0.0,0,0,30.3
2026-02-03,Internet Banking,Hyderabad,4,10930.55,0,0.0,0.0,0,0,27.02
2026-02-03,Internet Banking,Jaipur,4,4948.57,0,0.0,0.0,0,0,29.52
2026-02-03,Internet Banking,Kochi,1,544.27,0,0.0,0.0,0,0,22.9
2026-02-03,Internet Banking,Kolkata,2,2711.62,0,0.0,0.0,0,0,31.8
2026-02-03,Internet Banking,Mumbai,4,6374.29,0,0.0,0.0,0,0,31.42
2026-02-03,Internet Banking,Pune,5,12488.05,0,0.0,0.0,0,0,28.26
2026-02-03,Mobile Banking,Ahmedabad,5,14071.46,0,0.0,0.0,0,0,46.76
2026-02-03,Mobile Banking,Bengaluru,9,21298.33,1,1332.26,11.111,0,1,30.73
2026-02-03,Mobile Banking,Chennai,6,8874.79,1,2933.49,16.667,1,0,32.75
2026-02-03,Mobile Banking,Delhi,2,6732.22,0,0.0,0.0,0,0,34.7
2026-02-03,Mobile Banking,Hyderabad,5,10606.6,0,0.0,0.0,0,0,31.56
2026-02-03,Mobile Banking,Jaipur,2,4602.39,0,0.0,0.0,0,0,10.95
2026-02-03,Mobile Banking,Kochi,8,28303.96,0,0.0,0.0,0,0,30.08
2026-02-03,Mobile Banking,Kolkata,6,8039.24,0,0.0,0.0,0,0,32.73
2026-02-03,Mobile Banking,Mumbai,4,21388.09,0,0.0,0.0,0,0,23.82
2026-02-03,Mobile Banking,Pune,5,15982.01,0,0.0,0.0,0,0,34.74
2026-02-03,NEFT,Ahmedabad,4,4850.24,0,0.0,0.0,0,0,14.7
2026-02-03,NEFT,Bengaluru,5,15524.86,0,0.0,0.0,0,0,15.46
2026-02-03,NEFT,Chennai,2,335.14,0,0.0,0.0,0,0,12.25
2026-02-03,NEFT,Hyderabad,4,7654.22,0,0.0,0.0,0,0,21.65
2026-02-03,NEFT,Jaipur,3,4860.58,0,0.0,0.0,0,0,27.87
2026-02-03,NEFT,Kolkata,2,1709.78,0,0.0,0.0,0,0,15.5
2026-02-03,NEFT,Mumbai,2,10015.83,0,0.0,0.0,0,0,50.1
2026-02-03,NEFT,Pune,3,9519.33,1,4193.45,33.333,0,1,46.97
2026-02-03,POS,Ahmedabad,4,8401.72,0,0.0,0.0,0,0,36.02
2026-02-03,POS,Bengaluru,5,67455.38,1,54897.14,20.0,0,1,48.68
2026-02-03,POS,Chennai,9,10350.38,1,2141.87,11.111,1,0,30.32
2026-02-03,POS,Delhi,4,17575.44,0,0.0,0.0,0,0,27.57
2026-02-03,POS,Hyderabad,5,16252.82,0,0.0,0.0,0,1,34.3
2026-02-03,POS,Jaipur,3,11759.58,0,0.0,0.0,0,0,28.5
2026-02-03,POS,Kochi,4,4871.54,0,0.0,0.0,0,0,38.85
2026-02-03,POS,Kolkata,3,9766.15,0,0.0,0.0,0,0,26.7
2026-02-03,POS,Mumbai,3,7121.69,0,0.0,0.0,0,0,38.23
2026-02-03,POS,Pune,3,3334.86,0,0.0,0.0,0,0,20.53
2026-02-03,RTGS,Ahmedabad,2,2684487.7,0,0.0,0.0,0,0,33.1
2026-02-03,RTGS,Bengaluru,4,3555564.46,0,0.0,0.0,0,0,46.88
2026-02-03,RTGS,Chennai,4,3586507.59,0,0.0,0.0,0,0,43.88
2026-02-03,RTGS,Delhi,3,3172679.26,0,0.0,0.0,0,0,42.47
2026-02-03,RTGS,Hyderabad,2,1385305.0,0,0.0,0.0,0,0,41.15
2026-02-03,RTGS,Jaipur,1,1434833.58,0,0.0,0.0,0,0,59.3
2026-02-03,RTGS,Pune,1,633768.88,0,0.0,0.0,0,0,35.2
2026-02-03,UPI,Ahmedabad,4,89548.13,0,0.0,0.0,0,0,28.2
2026-02-03,UPI,Bengaluru,8,44903.29,0,0.0,0.0,0,0,33.96
2026-02-03,UPI,Chennai,5,17799.81,0,0.0,0.0,0,0,27.2
2026-02-03,UPI,Delhi,8,27421.54,0,0.0,0.0,0,0,30.56
2026-02-03,UPI,Hyderabad,4,17511.14,0,0.0,0.0,0,0,33.35
2026-02-03,UPI,Jaipur,6,27999.46,1,4466.9,16.667,0,0,26.63
2026-02-03,UPI,Kochi,4,18345.79,0,0.0,0.0,0,0,35.65
2026-02-03,UPI,Kolkata,8,19374.36,0,0.0,0.0,0,0,34.2
2026-02-03,UPI,Mumbai,5,6813.74,0,0.0,0.0,0,0,39.42
2026-02-03,UPI,Pune,6,30643.25,0,0.0,0.0,0,0,26.57
2026-02-04,ATM,Ahmedabad,1,4867.18,0,0.0,0.0,0,0,30.7
2026-02-04,ATM,Bengaluru,2,1688.29,0,0.0,0.0,0,0,32.65
2026-02-04,ATM,Chennai,3,2100.94,0,0.0,0.0,0,0,26.6
2026-02-04,ATM,Delhi,1,196.87,0,0.0,0.0,0,0,8.4
2026-02-04,ATM,Hyderabad,1,948.03,0,0.0,0.0,0,0,18.9
2026-02-04,ATM,Jaipur,2,1697.38,0,0.0,0.0,0,0,16.2
2026-02-04,ATM,Kochi,2,6826.51,0,0.0,0.0,0,0,30.35
2026-02-04,ATM,Kolkata,3,3188.75,0,0.0,0.0,0,0,16.7
2026-02-04,ATM,Mumbai,2,4750.69,0,0.0,0.0,0,0,29.6
2026-02-04,Branch,Bengaluru,2,10447.42,0,0.0,0.0,0,0,44.55
2026-02-04,Branch,Chennai,1,2025.49,0,0.0,0.0,0,0,53.8
2026-02-04,Branch,Delhi,2,3115.21,0,0.0,0.0,0,0,26.35
2026-02-04,Branch,Hyderabad,1,5458.1,0,0.0,0.0,0,0,35.6
2026-02-04,Branch,Kochi,1,15482.27,0,0.0,0.0,0,0,32.6
2026-02-04,Branch,Kolkata,1,1722.1,0,0.0,0.0,0,0,45.4
2026-02-04,IMPS,Ahmedabad,4,18100.18,0,0.0,0.0,0,0,39.3
2026-02-04,IMPS,Bengaluru,2,1421.19,0,0.0,0.0,0,0,34.4
2026-02-04,IMPS,Chennai,2,1188.8,0,0.0,0.0,0,0,14.9
2026-02-04,IMPS,Delhi,1,2270.15,0,0.0,0.0,0,0,20.2
2026-02-04,IMPS,Hyderabad,1,18213.32,0,0.0,0.0,0,0,44.2
2026-02-04,IMPS,Kochi,1,1314.06,0,0.0,0.0,0,0,22.4
2026-02-04,IMPS,Mumbai,2,10513.02,0,0.0,0.0,0,0,21.35
2026-02-04,IMPS,Pune,3,4890.58,0,0.0,0.0,0,0,25.73
2026-02-04,Internet Banking,Ahmedabad,3,4074.43,0,0.0,0.0,0,0,28.43
2026-02-04,Internet Banking,Chennai,5,19671.16,0,0.0,0.0,0,0,28.64
2026-02-04,Internet Banking,Delhi,4,3828.27,0,0.0,0.0,0,0,30.67
2026-02-04,Internet Banking,Hyderabad,3,34661.76,0,0.0,0.0,0,0,31.7
2026-02-04,Internet Banking,Jaipur,1,920.13,0,0.0,0.0,0,0,17.0
2026-02-04,Internet Banking,Kochi,2,10441.04,0,0.0,0.0,0,0,34.9
2026-02-04,Internet Banking,Kolkata,4,2393.43,0,0.0,0.0,0,0,27.15
2026-02-04,Internet Banking,Mumbai,5,13060.17,0,0.0,0.0,0,0,30.02
2026-02-04,Internet Banking,Pune,4,27810.92,0,0.0,0.0,0,0,35.2
2026-02-04,Mobile Banking,Ahmedabad,8,27779.79,0,0.0,0.0,0,0,42.01
2026-02-04,Mobile Banking,Bengaluru,7,24019.57,0,0.0,0.0,0,0,29.87
2026-02-04,Mobile Banking,Chennai,5,14080.82,0,0.0,0.0,0,0,25.06
2026-02-04,Mobile Banking,Delhi,5,9961.59,0,0.0,0.0,0,0,26.62
2026-02-04,Mobile Banking,Hyderabad,6,11951.32,0,0.0,0.0,0,0,30.78
2026-02-04,Mobile Banking,Jaipur,6,22375.91,0,0.0,0.0,0,0,33.28
2026-02-04,Mobile Banking,Kochi,3,4670.89,0,0.0,0.0,0,0,18.73
2026-02-04,Mobile Banking,Mumbai,9,19135.53,0,0.0,0.0,0,0,34.83
2026-02-04,Mobile Banking,Pune,5,25124.22,0,0.0,0.0,0,0,24.3
2026-02-04,NEFT,Ahmedabad,3,7192.4,0,0.0,0.0,0,0,37.53
2026-02-04,NEFT,Bengaluru,3,3038.24,0,0.0,0.0,0,1,35.5
2026-02-04,NEFT,Chennai,5,7930.88,0,0.0,0.0,0,0,40.46
2026-02-04,NEFT,Delhi,3,1699.02,0,0.0,0.0,0,0,29.07
2026-02-04,NEFT,Jaipur,1,914.24,0,0.0,0.0,0,0,11.4
2026-02-04,NEFT,Kochi,4,11689.54,0,0.0,0.0,0,0,26.85
2026-02-04,NEFT,Kolkata,3,17316.35,0,0.0,0.0,0,0,30.6
2026-02-04,NEFT,Mumbai,2,2241.2,1,1414.87,50.0,0,0,48.9
2026-02-04,NEFT,Pune,1,739.4,0,0.0,0.0,0,0,18.7
2026-02-04,POS,Ahmedabad,1,625.39,0,0.0,0.0,0,0,21.3
2026-02-04,POS,Bengaluru,2,11685.58,0,0.0,0.0,0,0,22.4
2026-02-04,POS,Chennai,2,7586.84,0,0.0,0.0,0,0,18.2
2026-02-04,POS,Delhi,2,7113.85,0,0.0,0.0,0,0,33.25
2026-02-04,POS,Hyderabad,9,46179.57,0,0.0,0.0,0,0,35.46
2026-02-04,POS,Jaipur,4,9669.03,0,0.0,0.0,0,0,33.27
2026-02-04,POS,Kochi,6,5985.81,1,890.8,16.667,0,0,38.03
2026-02-04,POS,Mumbai,3,2716.91,0,0.0,0.0,0,0,37.23
2026-02-04,POS,Pune,4,5591.34,0,0.0,0.0,0,0,27.97
2026-02-04,RTGS,Ahmedabad,1,795177.96,0,0.0,0.0,0,0,30.7
2026-02-04,RTGS,Bengaluru,2,1420453.37,0,0.0,0.0,0,0,31.05
2026-02-04,RTGS,Chennai,2,1195140.41,0,0.0,0.0,0,0,39.85
2026-02-04,RTGS,Kochi,2,2504963.6,0,0.0,0.0,0,0,41.9
2026-02-04,RTGS,Kolkata,2,2470979.59,0,0.0,0.0,0,0,41.8
2026-02-04,RTGS,Mumbai,1,1451196.76,0,0.0,0.0,0,0,54.3
2026-02-04,RTGS,Pune,1,623246.48,0,0.0,0.0,0,0,49.5
2026-02-04,UPI,Ahmedabad,8,21350.94,1,4379.16,12.5,0,1,42.02
2026-02-04,UPI,Bengaluru,10,24522.64,0,0.0,0.0,0,0,26.49
2026-02-04,UPI,Chennai,6,17585.71,0,0.0,0.0,0,0,27.25
2026-02-04,UPI,Delhi,6,14570.42,0,0.0,0.0,0,0,25.42
2026-02-04,UPI,Hyderabad,9,21834.63,0,0.0,0.0,0,0,28.68
2026-02-04,UPI,Jaipur,8,211973.79,1,188278.75,12.5,0,0,35.58
2026-02-04,UPI,Kochi,6,9929.67,0,0.0,0.0,0,0,31.42
2026-02-04,UPI,Kolkata,7,19474.31,0,0.0,0.0,0,1,34.23
2026-02-04,UPI,Mumbai,6,15873.99,0,0.0,0.0,0,0,31.08
2026-02-04,UPI,Pune,5,12047.41,0,0.0,0.0,0,0,38.04
2026-02-05,ATM,Ahmedabad,3,33040.82,0,0.0,0.0,0,0,36.33
2026-02-05,ATM,Bengaluru,1,1136.47,0,0.0,0.0,0,0,8.3
2026-02-05,ATM,Chennai,3,3557.23,0,0.0,0.0,0,0,21.83
2026-02-05,ATM,Delhi,2,2786.09,0,0.0,0.0,0,0,20.45
2026-02-05,ATM,Hyderabad,2,11595.78,0,0.0,0.0,0,0,22.75
2026-02-05,ATM,Jaipur,3,18115.56,0,0.0,0.0,0,0,33.67
